Review,Sentiment
"The double bed wasn't that wide, for a couple it's fine but for a group of friends it's pretty cozy",NEGATIVE
Perfect location for tourism. Very helpful staff,POSITIVE
We loved our room and the staff made us feel welcome! We shall return!,POSITIVE
"very friendly people, loved the ambience of an old family home.",POSITIVE
"a bit shabby, bed was a bit uncomfortable, room for 4 was just enough. upper floor.",NEGATIVE
comfortable and warm,POSITIVE
location isn’t ideal,NEGATIVE
Friendly staff.  Very clean.  Room very comfortable.  10 minute walk to Dublin city centre.,POSITIVE
Been put into my room on the top floor.,NEGATIVE
Quiet and comfortable. Simple but just what we needed and close to the city. Staff very friendly and helpful.,POSITIVE
"Really nice and cozy place in a nice old style house. The receptionists were really nice people, always ready to help with directions and recommendations of places to eat and visit. I really enjoy it there and would comeback for sure. 
The bedroom was cozy and with good accommodations and was good to have there at my disposal the water heater for a cup of tea or coffee",POSITIVE
Nothing to complay. It was even over my expectations,NEGATIVE
No espresso last day at breakfast but otherwise breakfast is good,NEGATIVE
great location friendly staff,POSITIVE
everything is new and comfortable,POSITIVE
"The staff were extremely friendly and went out of their way to make us feel comfortable. It was very nice of them to also let us leave our luggage there whilst we went out to explore. The bed was comfortable and the amenities in the kitchen were great, the apartment had everything you needed.",POSITIVE
"It was a little further from the city centre than we expected but still not too long to walk. And public transport nearby. We had the basement room which i would have preferred not to have but was ok. However there was a lot of rubbish outside the room window, with an exit that you couldn't use. Not the most practical if you dont like stairs as we had to go up and then back down to get into our apartment in the adjacent building.",NEGATIVE
Clean and comfortable.,POSITIVE
Friendly staff. Good facilities. Spacious room.,POSITIVE
"Noisy basement room, when paid extra for quiet larger room. Bathroom was dated.",NEGATIVE
"The apt was very spacious and clean with very good facilities - the kitchen was extremely well stocked with everything you could need - appliances, utensils, crockery, tea and coffee etc etc; the bed was big and comfortable; there was a sofa and table and chairs; there were 2 big windows with easy-to-use blinds; the heating was excellent - just need to press a switch to get heat from a radiator (central heating); the location is good - a quick 10-minute walk from the top of O'Connell Street; the staff I met were pleasant and helpful and it's nice to be able to come and go as you please without necessarily having to pass by a front desk at reception...",POSITIVE
The flush in the toilet was rather weak; the position of the safe in the wardrobe meant that you couldn't hang things properly; can someone tell me which is the shower gel - body cream or body lotion...?!All in all I would really recommend this place and stay again...,NEGATIVE
it was such a nice building and very clean,POSITIVE
Good Location and comfortable bed,POSITIVE
The room was what I expected. Check-in easy. Staff helpful. The Sonder app is useful.,POSITIVE
I found it strange that there were no plugs in the kitchen sink or in the bathroom which made it difficult to do the dishes.,NEGATIVE
"Room size is good, with nice bedroom",POSITIVE
"Small TV, small shower and room not that clean with lots of hair on carpets which was no t goodAlso , extractor fan not working so smells from cooking",NEGATIVE
"Apartment was lovely, bed was one of the most comfortable we've stayed in. The apartment had all of the amenities you would need for a stay and was well equipped.",POSITIVE
location and staff,POSITIVE
"no lift , no washing machine,",NEGATIVE
"Nice clean apartment in a good location, served our purpose well.",POSITIVE
Really slow wifi,NEGATIVE
"Check in was supposed to be from 3pm but wasn't ready until 5pm, though they did offer us late check out in return.",NEGATIVE
comfortable clean great staff,POSITIVE
tiny closet space not enough for family or more than 3 days stay,NEGATIVE
excellent location- helpful and friendly young man on reception who greeted us every day and wished us a nice day- friendly and courteous cleaning staff when we met them in the corridor. lovely self catering room fully equipped.,POSITIVE
absolutely nothing we didn’t like.,NEGATIVE
The hotel and check in itself was lovely and easy. We had arrived early and the hotel did everything that could to ensure that we could get in as early as possible. The room was tidy and clean,POSITIVE
The walls of the hotel are very thin! this is the only downfall. You can hear everything through the walls especially the cleaners. It isn't a big let down but just something we noticed.,NEGATIVE
Location was good.,POSITIVE
The check in…Was told our room wasn’t going to be ready until 4pm. The boy at the desk did not seem phased at all as we had reservations at 4pm. He finally changed our room so we could get in earlier (3:30pm).,NEGATIVE
Location is excellent,POSITIVE
"Location perfect, breakfast perfect",POSITIVE
"It could do with the carpets being cleaned, there were stains etc. We had stayed here in August and we thought they had deteriorated, but a simple fix is a good deep clean and a lick of paint on stains etc.",NEGATIVE
"Everything , spotless clean , great shower",POSITIVE
"Directions to accomodation very confusing why dont directions say its on HARRY ST., because i had read booking . com reviews and reviews mentioned confusing  directions i was aware of this difficulty otherwise i would be checking for NON EXISTANT entrance on Grafton St.",NEGATIVE
Location …. it’s right in the middle of the city center . 500 Mts from trinity college .,POSITIVE
"it’s awfully small , not suitable for more than 3 people with even medium size luggage .",NEGATIVE
Amazing location! Perfect to explore the city centre and Guiness storehouse is 30' walking.,POSITIVE
Some noise from the neighboors..,NEGATIVE
"The bar and restaurant have great value, as well as the design of the place. Would love to stay there again.",POSITIVE
Proximity to Bus stops. Central location.,POSITIVE
