,review
366,The check in…Was told our room wasn’t going to be ready until 4pm. The boy at the desk did not seem phased at all as we had reservations at 4pm. He finally changed our room so we could get in earlier (3:30pm).
367,Location is excellent
368,"Location perfect, breakfast perfect"
369,"It could do with the carpets being cleaned, there were stains etc. We had stayed here in August and we thought they had deteriorated, but a simple fix is a good deep clean and a lick of paint on stains etc."
370,"Everything , spotless clean , great shower"
371,"Directions to accomodation very confusing why dont directions say its on HARRY ST., because i had read booking . com reviews and reviews mentioned confusing  directions i was aware of this difficulty otherwise i would be checking for NON EXISTANT entrance on Grafton St."
372,Location …. it’s right in the middle of the city center . 500 Mts from trinity college .
373,"it’s awfully small , not suitable for more than 3 people with even medium size luggage ."
374,Amazing location! Perfect to explore the city centre and Guiness storehouse is 30' walking.
375,Some noise from the neighboors..
376,"The bar and restaurant have great value, as well as the design of the place. Would love to stay there again."
377,Proximity to Bus stops. Central location.
378,Rooms were a bit too dark. Tadhg
379,"location and bar area, good ventilation."
380,location
381,The lift was tiny.
382,"Bed was comfortable, room was clean"
383,We got the junior suite. It was spacious and comfortable. Really chic restaurant/bar area. Great breakfast. Perfect location.
384,"Beautiful building and just 5 - 10 min walk to the city centre, perfect."
385,"This didn’t personally affect us, but it does have a nightclub in the hotel.  it doesn’t close until 2:30am and there was about 100 + people waiting for taxi’s outside for over an hour, so very noisy if you’re on the front, which we were."
386,"Breakfast delicious 
Shower nice hot"
387,Difficult to find room
388,"The decor of House is beautiful. Check in was very quick and easy, and checking out. Staff were very nice throughout. Location is brilliant."
389,"The room was exceptionally small, cute but small. TV didn't work."
390,"Great location, bedroom fine and ""cool"" place with friendly staff.. We will stay again."
391,I called 5 times the night before and the morning of the booking with a couple of queries. No one in the food section or rooms section answered the phone.
392,Very roomy and excellent well appointed 3 full bedroom apartment.  GREAT VALUE!
393,"Street noise, public transportation (trains) and shouting people was very evident until midnight."
394,"Flat was excellent, great location very central and easy for transport links"
395,Nothing
396,Clean and very comfortable.
397,"There was only one double plug socket in the whole room. No plug sockets by the bed,"
398,"Location is great if you like to be in the city centre. It is a very busy area,close to bus and Luas stops."
399,A little noisy.  Railway .
400,Clean and spacious
401,only one toilet
402,"great location, awesome size flat. we really enjoyed our stay and will use Mollys again when we’re back in Dublin"
403,not much. might have liked more utensils in the kitchen
404,perfect spot for a group of friends. close to shopping and experiancing Dublin
405,"Room size for a family of 4 adults.  Facilities in room. Kitchen, nice shower, tv with Netflix nice touch. Plenty of sockets. Fans provided."
406,Only a small detail but would have preferred an actual toaster as the grill in the microwave took ages.  Also the lounge was brilliant but only had actual settee and 1 chair for 3 and we were 4 adults so needs an extra seat as plenty of room.  There was a balcony but no key so couldn’t use.
